URL,Title,Neighborhood,Price,Built Area,Land Area,Bedrooms,Bathrooms,Half Bathrooms,Garage,Stratum,Year Built,Floor Level,Administration Fee,Property Type,Business Type,Status,Extraction Date,Error,Property_Category,Description,Features,Features_Count,Project_Units,Is_Project,Price_Label,Has_Individual_Units,Project_Parent,Project_Name,Is_Project_Unit
https://www.properati.com.co/detalle/14032-32-95b0-8681bfbeaf89-19a2673-a2e0-740f,Finca en venta en Tabio,"Tabio, Cundinamarca",$ 3.250.000.000,520 m²,53.475 m²,N/A,N/A,N/A,1,4,2021,N/A,N/A,Finca,Venta,N/A,2025-11-21 23:01,,Lote/Terreno,"Hermosa Finca Ubicada Subachoque Vereda Llanitos Centro, a solo 3 kilometros del parque principal de Subachoque Área Total de Terreno: 53.475 mts (8.2 Fanegadas) Casa moderna bioclimática de 2 niveles diseñada por el arquitecto bogotano RAFAEL ESCANDÓN con amplia trayectoria en construcción en la sabana de Bogotá de viviendas campestres exclusivas. Su estructura aporticada libre de muros de carga permite, si se desea, cualquier rediseño y/o ampliación. Sus dos amplias fachadas reciben el sol, por su transparencia cenital, por una ligera elevación sobre el terreno, por el espesor de sus muros externos y por la placa en la cubierta, goza de una confortable temperatura día y noche. En la zona social y en el área familiar posee una altura libre de 3.2 mts con ventanas piso-techo que como cuadros le permiten disfrutar la belleza de una pintura natural con agradable y relajante paisaje que ofrece en sus 360°. Podrá realizar sus paseos diarios por los 5.000 metros de prado arborizado circunscrito por una muralla verde natural de 2.2 mts de altura para total privacidad. La Casa principal cuenta con un área total de 390 mts2, con áreas todas generosas en espacios, luz natural y vista. Al entrar encuentra un recibidor, 2 salas cada una con su chimenea tradicional, un comedor independiente, un hall social amplio, guardarropa y baño social. En el área privada: hall, 3 alcobas amplias con baño en suite y closet, en el principal jacuzzi, walk in closet y romántica chimenea. Complementa esta zona un estudio-biblioteca y una sala de televisión individualizados por gran chimenea que sirve a ambos espacios. En la zona de servicio, puerta al exterior, pasillo de acceso, lavandería amplia con luz y ventilación natural y lavadora; cocina con isla, estufa, extractor, lavavajillas, nevera y comedor auxiliar, abierta a amplia sala familiar con televisor 4K de 50"" por la cual se accede a deck solarium de 40 mts2. Adicional e independiente a casa principal, encontramos casa de 50 mts2 multipropósito (huéspedes o gimnasio o pasatiempos o mayordomo); garaje paralelo cubierto para 3 vehículos y depósito 30 mts2. Construcción total 520 metros2 La vivienda goza de todos los servicios públicos: agua potable con tanque de 12.000 litros y 2 equipos hidroneumáticos, tanque de gas propano de 500 kg, energía eléctrica a 120 y 240 voltios, buen internet disponible. Alarma. Piso laminado europeo en zona privada; mármol italiano en zona de servicio, mesones en granito natural; pizarra natural negra en zona social; Grifería y sanitaria alemana - Franz Viegener. Mobiliario disponible para la venta.","Parqueadero, Jacuzzi, Cocina integral, Vista panorámica, Jardín",5,,,,,,,
https://www.properati.com.co/detalle/14032-32-431e-11352ce97703-19a5c59-8f78-754a,Casa en venta en Pereira,"Pereira, Risaralda",$ 410.000.000,N/A,N/A,4,2,N/A,1,4,Plazo,N/A,N/A,Casa,Venta,N/A,2025-11-21 23:01,,Construcción,"infVer teléfonoWhatsappSe vende casa en villa verde, pereira, 4 habitaciones y zona de parqueo,","Parqueadero, Cocina integral, Gas natural, Balcón, Patio, Terraza, Acceso para personas con discapacidad, Avenidas principales, Colegios, Parques",10,,,,,,,
https://www.properati.com.co/detalle/14032-32-22db-2b8ba2be161c-19a2671-bfa9-77ca,Casa en venta en Tenjo,"Tenjo, Cundinamarca",$ 2.550.000.000,400 m²,6.400 m²,3,5,N/A,1,4,2021,N/A,N/A,Casa,Venta,N/A,2025-11-21 23:01,,Construcción,"Vendo Hermosa Casa en Tenjo Vereda Martin y Espino a solo 5.7 kilómetros del parque principal Tenjo por via 50% pavimentada y 50% destapada de fácil acceso para cualquier vehículo. Área Total de Terreno: 6.400 Mts Topografía Plana Área Total Construida: 400 mts Consta de: Sala con chimenea con salida a la terraza con bbq, Comedor, Cocina Integral en Isla, Patio de ropas, Jardín Interior, Estudio, Cuarto de juegos con baño privado, Baño Social, 3 Habitaciones con walking closet y baño privado, Jacuzzi. Tanque 40.000 Litros de aguas lluvias, 3 Tanques de 6.000 litros de agua potable, Cilindro de gas propano 600 libras para 4 a 5 meses. Parqueadero cubierto para 3 camionetas, Casa impermeabilizada La propiedad NO esta dentro de en un conjunto cerrado sin embargo cuenta con: Cerca eléctrica, Circuito cerrado de tv, Cámaras, Alarma, Puerta principal eléctrica","Parqueadero, Jacuzzi, Chimenea, Cocina integral, Alarma, Jardín, Asador",7,,,,,,,
https://www.properati.com.co/detalle/14032-32-867d-5091eded5e35-19a266e-aca1-7b17,Finca en venta en Tabio,"Tabio, Cundinamarca",$ 2.950.000.000,300 m²,76.800 m²,N/A,N/A,N/A,1,4,2021,N/A,N/A,Finca,Venta,N/A,2025-11-21 23:01,,Lote/Terreno,"Vendo Espectacular Finca en Tabio Rio Frio Occidental a solo 9 kilometros del CAI via Tabio- Cajica de los cuales 1.6 kilometros son subiendo por via secundaria destapada. Área Total de Terreno: 12 Fanegadas Utilizables mas Bosque hasta la copa de la montaña Casa Principal: 3 Habitaciones con baño, principal con Jacuzzi, Sala con chimenea, Comedor amplio, Cocina con Horno a leña y parrilla, Turco, Calefacción en toda la casa, 2 baños auxiliares. Casa de Mayordomo, 10 Caballerizas, Cuarto de aperos , Bodega de concentrado y Heno, 2 Bodegas auxiliares, 3 Tanques de reserva 1 de 12.000 Litros y 2 de 6.000 Litros, Paseaderos de caballos, Torno y Embarcador Iluminado. Un kilómetro de entrada adoquinada desde la portada principal hasta la casa, No se paga acueducto,3 Quebradas, una fluyente con caida libre de la montaña​, Concesión de aguas con la CAR, Transformador propio, Huertas definidas. Hermosa Vista, Fácil vía de acceso, Documentos al día, Se vende a puerta cerrada. PROPIEDAD DISPONIBLE SOLO PARA VENTA","Parqueadero, Chimenea, Balcón, Sauna, Jardín",5,,,,,,,
https://www.properati.com.co/detalle/14032-32-7ee8-a4f2783182e1-19a3d77-9045-72b0,Casa en venta en Tabio,"Tabio, Cundinamarca",$ 1.320.000.000,356 m²,3.000 m²,3,3,N/A,1,N/A,1998,N/A,N/A,Casa,Venta,N/A,2025-11-21 23:01,,Construcción,"¡Hola! 🌿 Te comparto información de una hermosa casa campestre con vista privilegiada al valle de Tabio, ubicada en un exclusivo conjunto familiar privado a tan solo 1.5 km del pueblo: Precio de venta: $1.320.000.000 COP Área construida: 356 m² 🌳 Lote privado: 3.000 m² 3 habitaciones | 🚿 2 baños + baño social 🔥 Horno de leña ideal para los mejores BBQ 👨‍👩‍👧 Conjunto con zona especial para niños: casa de juegos 🌸 Jardines maduros con más de 10 años, llenos de vida y aves 🚗 Acceso con placa huella, para que cualquier vehículo llegue fácilmente Vista directa al Peñón de Juaica — la casa está justo en su falda Una propiedad rodeada de naturaleza, tranquilidad y un ambiente familiar incomparable 🌅 📲 Si deseas más información o agendar una visita, puedes comunicarte alVer teléfono.","Parqueadero, Balcón, Vista panorámica, Electricidad, Internet, Jacuzzi, Agua, Bodega, Área infantil, Asador, Jardín",11,,,,,,,
https://www.properati.com.co/detalle/14032-32-8a07-6e2a153952d8-19a2676-9f44-799f,Casa en venta en Tenjo,"Tenjo, Cundinamarca",$ 1.950.000.000,436 m²,2.459 m²,5,4,N/A,1,3,2021,N/A,$ 1.280.000,Casa,Venta,N/A,2025-11-21 23:01,,Construcción,"Vendo Hermosa Casa en Condominio Campestre Parcelación El Juncal A tan solo 3.0 km (8 minutos) del parque principal de Tenjo, con excelente acceso a la carretera principal. Área Total: 2,459 m² Área Construida: 436 m² Área de Terraza: 230 m² Características de la Propiedad: • Habitaciones: 5 habitaciones Habitación principal con Walking Closet jacuzzi y baño privado. 2 habitaciones con baño privado y closet. 1 habitación que se puede utilizar como gimnasio o habitación de visitas con baño privado. 1 habitación adicional que puede ser utilizada como estudio o oficina. • Baños: 4 baños completos • Cocina: Cocina industrial completamente equipada. • Zona BBQ: Área perfecta para parrilladas, con parrilla, plancha y estufa industrial. • Sala-Comedor: Espacios amplios y luminosos, ideales para disfrutar en familia. • Ventanales Amplios: Amplios ventanales que permiten una excelente iluminación natural en toda la propiedad. • Bodegas: 2 bodegas de almacenamiento, brindando amplio espacio para tus pertenencias. Zona Social y Áreas Comunes: • Área Social: Espaciosa área social de 30 m², perfecta para disfrutar de eventos familiares y con amigos. • Garaje: Espacio para 12 vehículos, garantizando comodidad y seguridad. • Puerta Principal Eléctrica: Con acceso peatonal y para vehículos, con control remoto para mayor comodidad y seguridad. Tecnología y Seguridad: • Reserva de Agua: Capacidad de 15 litros, ideal para mantener la reserva de agua en todo momento. • Fibra Óptica: Conexión de alta velocidad para Internet estable y confiable. • Circuito Cerrado de TV: Sistema de cámaras de seguridad para monitoreo constante y protección. • Diseño para Paneles Solares: Preparada para instalar paneles solares, lo que te permitirá aprovechar energías renovables. • Vigilancia: Malla eslabonada para protección de mascotas y seguridad adicional en toda la propiedad. • Puerta Eléctrica y Garaje: Acceso privado para vehículos, brindando mayor seguridad y comodidad. Servicios Adicionales: • Administración: Cuota mensual de $1,280,000, que cubre el mantenimiento y vigilancia del conjunto. ¡Una oportunidad única para vivir en un entorno tranquilo, con todas las comodidades y a tan solo minutos de la ciudad!","Parqueadero, Jacuzzi, Chimenea, Electricidad, Cocina amoblada, Gas natural, Agua, Bodega, Seguridad privada, Jardín, Colegios, Parques, Centros comerciales, Avenidas principales",14,,,,,,,
https://www.properati.com.co/detalle/14032-32-4864-b1308943cc6f-19a266d-ab1f-7e81,Finca en venta en Tenjo,"Tenjo, Cundinamarca",$ 3.900.000.000,1.397 m²,46.420 m²,N/A,N/A,N/A,1,4,2021,N/A,N/A,Finca,Venta,N/A,2025-11-21 23:01,,Lote/Terreno,"OPOTUNIDAD Se vende Hermosa Casa Quinta en una de las zonas más exclusivas y tranquilas de la Sabana de Bogotá. Casa – 38.400 m² Area total de terreno / 1.397 m² construidos Hermosa propiedad con casa principal de lujo en dos niveles, chimeneas, salón de juegos, jacuzzi, sauna y terrazas con vista a la naturaleza. Exteriores con BBQ, jardines, fuente de agua y parqueaderos. Incluye 2 casas para mayordomos, cuartos de herramientas, pozo profundo con permisos CAR, reservorio de agua y perreras. Para la recreación: cancha de tenis, prados para fútbol y vóley, parque infantil y zonas con árboles frutales y cultivos. 🌱 Quinta – Area total 46.420 m² Terreno plano y elevado, ideal para proyectos agrícolas o de construcción. Cuenta con sistema de riego subterráneo, acometida eléctrica con transformador propio, alumbrado interno y punto de acueducto. Ambas fincas están rodeadas de amplia arborización, lo que garantiza privacidad, aire puro y un entorno perfecto para disfrutar o invertir.","Parqueadero, Jacuzzi, Cuarto de servicio, Agua, Bodega, Cocina integral, Vista panorámica, Chimenea, Electricidad, Área infantil, Jardín, Sauna, Asador",13,,,,,,,
https://www.properati.com.co/detalle/14032-32-908-3ca49727be1b-19a5c01-8f03-73be,Lote en venta en Viterbo,"Viterbo, Caldas",$ 120.000.000,N/A,90 m²,N/A,N/A,N/A,N/A,5,Plazo,N/A,N/A,Lote,Venta,N/A,2025-11-21 23:01,,Lote/Terreno,"se vende lote en viterbo caldas a una hora de pereira a una hora de manizales, zona tranquila, paisa, zona turistica podemos construir su casa y dejarla en rentas flexibles para ayudar a pagar las cuotas del credito infVer teléfonoWhatsapp",Electricidad,1,,,,,,,
https://www.properati.com.co/detalle/14032-32-6fa0-e538991adeb9-19a2675-b350-7977,Casa en venta en Chía,"Chía, Cundinamarca",$ 2.350.000.000,406 m²,2.000 m²,4,5,1,1,6,2021,N/A,N/A,Casa,Venta,N/A,2025-11-21 23:02,,Construcción,"🌿 Vive el estilo campestre con lujo y tecnología en Encenillos de Sindamanoy 🌿 Dirección exclusiva Ubicada en el reconocido y seguro conjunto Encenillos de Sindamanoy, ideal para quienes valoran la tranquilidad, los espacios verdes y una comunidad privada. El conjunto ofrece zonas sociales, recreativas y deportivas para disfrutar en familia. GeoUnite Características de la casa Precio de venta: US 550.000 Arriendo (incluye administración): $Ver teléfonoCOP Área construida: 266 m² + 70 m² de terrazas + 70 m² de pérgola Lote: 2.000 m² Distribución: 4 habitaciones 5 baños Estudio independiente Estar de TV Lavandería con closet Cuarto y baño de servicio Depósito 4 parqueaderos ✨ Detalles y acabados de lujo Chimenea a gas con control por TV Switches inteligentes (Alexa) en partes de la casa y en toda la pérgola Piso SPC alemán a prueba de agua en toda la casa (incluyendo baños y cocina) Cortinas instaladas (screen y blackout) con 1 año de uso Screen exterior con control remoto en la pérgola Cocina exterior equipada: mueble, lavaplatos, estufa de cerámica, grill BBQ + lámpara decorativa 2 calefactores en pérgola Lámpara de lujo en comedor interno Televisor de 50” en cocina Lavaplatos, lavadora y secadora Tendedero y lavadero en piedra Timbre Ring con cámara que graba Chapa digital Lo que hace único a vivir en Encenillos de Sindamanoy Un entorno natural y tranquilo, rodeado de vegetación Seguridad privada y acceso controlado Espacios comunes recreativos para disfrutar con familia y amigos Buenas vías de acceso desde Bogotá y servicios cercanos Comunidad con prestigio y plusvalía consolidada","Parqueadero, Cocina amoblada, Cuarto de servicio, Agua, Balcón, Vista panorámica, Chimenea, Electricidad, Seguridad privada, Asador, Jardín, Cancha de tenis",12,,,,,,,
https://www.properati.com.co/detalle/14032-32-d323-b91047997891-19a5224-8251-7085,Casa en venta en Tabio,"Tabio, Cundinamarca",$ 2.200.000.000,597 m²,9.147 m²,3,3,N/A,N/A,N/A,1998,N/A,N/A,Casa,Venta,N/A,2025-11-21 23:02,,Construcción,"¡Hola! 🌿 Te comparto información de una hermosa casa campestre con vista privilegiada al valle de Tabio, ubicada en un exclusivo conjunto familiar privado a tan solo 1.5 km del pueblo: Precio de venta: $2.200.000.000 COP Área construida: 597 m² 🌳 Lote privado: 9147 m² 3 Casas | 🔥 Horno de leña ideal para los mejores BBQ 👨‍👩‍👧 Conjunto con zona especial para niños: casa de juegos 🌸 Jardines maduros con más de 10 años, llenos de vida y aves 🚗 Acceso con placa huella, para que cualquier vehículo llegue fácilmente Vista directa al Peñón de Juaica — la casa está justo en su falda Una propiedad rodeada de naturaleza, tranquilidad y un ambiente familiar incomparable 🌅 📲 Si deseas más información o agendar una visita, puedes comunicarte alVer teléfono.",Parques,1,,,,,,,
https://www.properati.com.co/proyecto/14032-32-889d-6cec746c6430-7426a62f-995f-4d56,Duplex Edificio Morph Granada Cali,"Cali, Valle del Cauca",$ 1.469.034.614,115-115 m2 área construida,115-115 m2 área total,2-2 habitaciones,2-2 baños,,N/A,N/A,N/A,,N/A,Proyecto,Arriendo,N/A,2025-11-21 23:02,,,,,,6 unidades,Sí,Desde,Sí,,,
https://www.properati.com.co/detalle/14032-32-f3f4-9ef214569afd-1057d1f5-bb44-4234,Apartamento en venta en Cali,"Cali, Valle del Cauca",$ 1.469.034.614,115 m²,N/A,2,2,,N/A,N/A,2026,,N/A,Apartamento,Venta,N/A,2025-11-21 23:02,,Construcción,,,,,,,,https://www.properati.com.co/proyecto/14032-32-889d-6cec746c6430-7426a62f-995f-4d56,Duplex Edificio Morph Granada Cali,Sí
https://www.properati.com.co/detalle/14032-32-5739-b0bd57240598-19a83d0-94a1-763b,Apartamento en venta en Cali,"Cali, Valle del Cauca",$ 1.638.178.317,115 m²,N/A,2,2,,N/A,N/A,Plazo,,N/A,Apartamento,Venta,N/A,2025-11-21 23:02,,Construcción,,,,,,,,https://www.properati.com.co/proyecto/14032-32-889d-6cec746c6430-7426a62f-995f-4d56,Duplex Edificio Morph Granada Cali,Sí
https://www.properati.com.co/detalle/14032-32-32de-11bd0cee1898-19a83cb-b550-70aa,Apartamento en venta en Cali,"Cali, Valle del Cauca",$ 1.567.939.328,115 m²,N/A,2,2,,N/A,N/A,Plazo,,N/A,Apartamento,Venta,N/A,2025-11-21 23:02,,Construcción,,,,,,,,https://www.properati.com.co/proyecto/14032-32-889d-6cec746c6430-7426a62f-995f-4d56,Duplex Edificio Morph Granada Cali,Sí
https://www.properati.com.co/detalle/14032-32-a63b-c347a6caffe6-19a83c9-bc2c-7216,Apartamento en venta en Cali,"Cali, Valle del Cauca",$ 1.511.422.307,115 m²,N/A,2,2,,N/A,N/A,Plazo,,N/A,Apartamento,Venta,N/A,2025-11-21 23:02,,Construcción,,,,,,,,https://www.properati.com.co/proyecto/14032-32-889d-6cec746c6430-7426a62f-995f-4d56,Duplex Edificio Morph Granada Cali,Sí
https://www.properati.com.co/detalle/14032-32-1668-54c15cc37b93-19a83c3-a154-702c,Apartamento en venta en Cali,"Cali, Valle del Cauca",$ 1.511.422.307,115 m²,N/A,2,2,,N/A,N/A,Plazo,,N/A,Apartamento,Venta,N/A,2025-11-21 23:02,,Construcción,,,,,,,,https://www.properati.com.co/proyecto/14032-32-889d-6cec746c6430-7426a62f-995f-4d56,Duplex Edificio Morph Granada Cali,Sí
https://www.properati.com.co/detalle/14032-32-5e29-5627c17b6e79-19a83b8-9569-7488,Apartamento en venta en Cali,"Cali, Valle del Cauca",$ 1.483.163.792,115 m²,N/A,2,2,,N/A,N/A,Plazo,,N/A,Apartamento,Venta,N/A,2025-11-21 23:02,,Construcción,,,,,,,,https://www.properati.com.co/proyecto/14032-32-889d-6cec746c6430-7426a62f-995f-4d56,Duplex Edificio Morph Granada Cali,Sí
https://www.properati.com.co/detalle/14032-32-f95b-a9eaab0f36cf-19a266f-b932-73f4,Casa en venta en Tabio,"Tabio, Cundinamarca",$ 3.200.000.000,510 m²,3.200 m²,6,8,N/A,1,5,2021,N/A,N/A,Casa,Venta,N/A,2025-11-21 23:02,,Construcción,"Una joya inmobiliaria de 510 m² construidos, ubicada a tan solo 500 metros del parque principal de Tabio. Altos de Tabio combina diseño moderno, amplitud y privacidad en una zona semiurbana de alta valorización. 🔑 Características principales: • Arquitectura contemporánea con acabados de primera • Área social con BBQ y terraza • Cancha de fútbol privada • Cuartos de máquinas y tanque cubierto • Tanque de reserva de agua (5.000 L) • Servicios completos: luz, agua y gas natural • Estrato 5 • Cerramiento completo con sistema de seguridad • Estación de parqueo de 32 m² Ubicación privilegiada: Zona tranquila y segura, con acceso inmediato al centro poblado. Ideal para quienes buscan confort cerca de la naturaleza, sin perder conexión con el entorno urbano. 📄 Documentación al día Libre de hipotecas, sin procesos legales pendientes. Lista para entrega inmediata.","Parqueadero, Cocina amoblada, Vista panorámica, Bodega, Balcón, Jacuzzi, Cuarto de servicio, Jardín, Asador",9,,,,,,,
https://www.properati.com.co/detalle/14032-32-d849-c134383c7cbd-19a266e-aa3a-714b,Casa en venta en Tabio,"Tabio, Cundinamarca",$ 1.800.000.000,300 m²,2.365 m²,4,5,N/A,1,5,2021,N/A,N/A,Casa,Venta,N/A,2025-11-21 23:02,,Construcción,"Área del terreno: 2.365 m² Área construida: 300 m² Esta espectacular propiedad combina comodidad, funcionalidad y seguridad en un entorno privado y rodeado de naturaleza. Perfecta para familias grandes, profesionales que trabajan desde casa o quienes buscan un espacio amplio con múltiples comodidades. Características destacadas: Parqueadero: 2 espacios cubiertos 5 espacios descubiertos Sistema de agua: Tanques con capacidad de almacenamiento superior a 10.000 litros Energía sostenible: Iluminación externa con paneles solares Habitaciones: 4 habitaciones, cada una con baño privado 1 baño social adicional Espacios adicionales: Estudio con 4 puestos de trabajo Gimnasio privado Salón de TV Patio de ropas amplio Seguridad y acceso: Portón de entrada eléctrico Cámaras de seguridad perimetrales Vía de acceso privada","Parqueadero, Balcón, Gas natural, Agua, Bodega, Internet, Vista panorámica, Estudio, Electricidad, Seguridad privada, Jardín, Gimnasio",12,,,,,,,
https://www.properati.com.co/detalle/14032-32-afe-ba4a6d4c84c1-19a5c33-969e-714a,Apartamento en venta en Pereira,"Pereira, Risaralda",$ 330.000.000,N/A,N/A,2,2,N/A,N/A,N/A,Plazo,N/A,N/A,Apartamento,Venta,N/A,2025-11-21 23:02,,Construcción,"se vende apartamento enseguida de unicentro, pereira, con 2 hbitaciones, 2 baños, enseguida de unicentro","Balcón, Gas natural, Cocina integral, Gimnasio, Área infantil, Jardín, Acceso para personas con discapacidad, Piscina, Ascensor, Asador, Avenidas principales, Centros comerciales, Colegios, Parques",14,,,,,,,
https://www.properati.com.co/detalle/14032-32-2ce8-56b9cabebc9-19a2672-8f28-7260,Casa en venta en Tabio,"Tabio, Cundinamarca",$ 1.595.000.000,300 m²,4.216 m²,3,4,N/A,1,3,2021,N/A,N/A,Casa,Venta,N/A,2025-11-21 23:02,,Construcción,"En Venta Hermosa Casa en Tabio Rio Frio Oriental Ubicada a solo 7.7 kilómetros del Caí de Tabio vía Cajicá Área Total de Terreno: 4.216 mts Topografía mixta (plana e inclinada) Área Total Construida: 300 mts (1 Nivel con Altillo) La casa está compuesta por : Sala comedor amplia en espacio abierto con techo doble altura y ventanales grandes que se apropian del exterior y lo hacen parte del interior de la casa, salida a una extensa terraza construida en madera Abarco y Sapan, la cual le permite seguir disfrutando de la vegetación y hermosa vista de Río frío y de Tabio, dotada de un rústico y práctico asador para que se deleite con las parrilladas y reunión con amigos y familiares, gran chimenea que combina un acogedor diseño y un ambiente cálido al hogar. Habitación principal amplia con chimenea de leña, grandes ventanales y salida a una gran terraza para disfrutar un café en las mañanas y los bellos atardeceres de Río Frío, Vestier de buen tamaño y distribución, baño amplio con diseño moderno y un ventanal con linda vista. Habitación #2 construida con un lindo diseño, baño privado, mueble para librero y un closet amplio y funcional. Esta habitación tiene grandes ventanales para aprovechar la hermosa vista a los alrededores y jardines, también cuenta con una terraza exterior dotada de un hermoso parasol para disfrutar los días soleados y la pasión por la lectura. Habitación #3 Espacio acogedor con baño, Vestier, televisor y un ambiente cálido para albergar visitas o cualquier miembro de la familia. Estudio que se encuentra ubicado en el altillo de la sala, consta de mueble de trabajo, televisor, sofa cama y la mejor vista para inspirar el trabajo en casa, este espacio en época de numerosas visitas se puede acondicionar como dormitorio. Cocina Integral Bella y amplia equipada con torre de hornos, lavavajillas, nevecón, buen almacenamiento y una súper vista para que preparar sus alimentos se convierta en la mejor experiencia diaria, Cuarto despensa para almacenar y conservar sus alimentos Baño social para la comodidad de sus visitas. Solárium dotado de comedor auxiliar y un techo en vidrio que le da calidez y luminosidad al hogar, así mismo desde el interior de la casa disfrutar de las noches de luna y estrellas. Patio de ropas grande y cubierto con marquesina en vidrio lo cual permite secado en horas. Seguridad: Cámaras de seguridad interior y exterior, sensores de apertura de puertas y conectadas a una sirena, sistema de automatización de encendido de luces programadas y desde el celular. Adicionales: Parqueadero cubierto para dos vehículos y descubierto con capacidad para 6 más, Portada en madera y acceso en placa huella a la casa, Tanque subterráneo para almacenamiento de agua potable de 12.000 litros con Motobomba para sistema automático de bombeo de agua, Bodega exterior para almacenar herramientas. Huerta Orgánica en la cual se cultivan gran variedad de lechugas, Cebolla, Cebollín, Apio, Cilantro, Cebolla puerro, Perejil, Rúgula, Zukini, Rábano, Brócoli, Coliflor, Cidron, Yerbabuena, Menta, Manzanilla entre otras ricas aromáticas naturales. Árboles frutales de Feijoa, breva, durazno y pera y árboles nativos para su deleite. Excelente propiedad rodeada de naturaleza, buenos vecinos, hermosa vista y fácil vía de acceso.","Parqueadero, Cocina integral, Chimenea, Internet, Vista panorámica, Agua, Jardín, Asador",8,,,,,,,
https://www.properati.com.co/detalle/14032-32-4d55-cf46cfcba182-19a2c2a-ae1e-75ad,Finca en venta en Santa Rosa de Cabal,"Santa Rosa de Cabal, Risaralda",$ 1.200.000.000,300 m²,N/A,N/A,N/A,N/A,1,3,Plazo,N/A,N/A,Finca,Venta,N/A,2025-11-21 23:02,,Lote/Terreno,"FINCA ""BUENA VISTA "" ubicada en vereda planadas , sector san jose , 40.000 M2 aprox , a solo 6 kms de pereira , con plano topográfico , tiene 3 matrículas y dos fichas catastrales. CONSTA DE: 1 cabaña con alcoba grande, baño moderno y cocineta moderna , excelente panorámica. 1 casa con dos habitaciones,sala comedor , cocina Integral. Oficina , closets , patio , buenos prados y parqueadero para 8 carros , Excelente panorámica. 1 casa con 3 habitaciones , closets , cocina semi integral sala comedor , baño , corredores amplios , buenos prados , parqueadero para varios carros , excelente panorámica etc . 1 casa con arquitectura típica de dos habitaciones, cocina, corredores, excelente panorámica etc. 1 angar grande en Perlineria y techo nuevo . 1 casa de dos habitaciones y cocina sencilla para agregado. 1 establo para ganado nuevo. 6 marraneras que sirven para criar pollos también . 1 lago para peces. Tiene 2 nacimientos de agua propios llevados hasta la casa en mangueras y tuberías, energía de pereira , es una zona de protección turística, por ahí vas hasta piedras marcadas, ahí esta el río la cristalina para ir a paseo de olla, tiene servicio de buseta, es zona eco turística y se pueden hacer 10 glamping o más para prestar servicio de alojamiento , tiene potreros con cercas eléctricas ,prados , plátano banano , Bosque y guaduales , Vale $1.300.000.000millones .","Parqueadero, Cocina amoblada, Electricidad, Terraza, Balcón, Agua, Bodega",7,,,,,,,
https://www.properati.com.co/detalle/14032-32-89a1-d3709b774582-19a2673-9cf7-70e1,Finca en venta en Subachoque,"Subachoque, Cundinamarca",$ 2.250.000.000,520 m²,18.000 m²,N/A,N/A,N/A,1,4,2021,N/A,N/A,Finca,Venta,N/A,2025-11-21 23:03,,Lote/Terreno,"Hermosa Finca Ubicada Subachoque Vereda Llanitos Centro, a solo 3 kilometros del parque principal de Subachoque Área Total de Terreno: 18.000 (3 fanegadas) Casa moderna bioclimática de 2 niveles diseñada por el arquitecto bogotano RAFAEL ESCANDÓN con amplia trayectoria en construcción en la sabana de Bogotá de viviendas campestres exclusivas. Su estructura aporticada libre de muros de carga permite, si se desea, cualquier rediseño y/o ampliación. Sus dos amplias fachadas reciben el sol, por su transparencia cenital, por una ligera elevación sobre el terreno, por el espesor de sus muros externos y por la placa en la cubierta, goza de una confortable temperatura día y noche. En la zona social y en el área familiar posee una altura libre de 3.2 mts con ventanas piso-techo que como cuadros le permiten disfrutar la belleza de una pintura natural con agradable y relajante paisaje que ofrece en sus 360°. Podrá realizar sus paseos diarios por los 5.000 metros de prado arborizado circunscrito por una muralla verde natural de 2.2 mts de altura para total privacidad. La Casa principal cuenta con un área total de 390 mts2, con áreas todas generosas en espacios, luz natural y vista. Al entrar encuentra un recibidor, 2 salas cada una con su chimenea tradicional, un comedor independiente, un hall social amplio, guardarropa y baño social. En el área privada: hall, 3 alcobas amplias con baño en suite y closet, en el principal jacuzzi, walk in closet y romántica chimenea. Complementa esta zona un estudio-biblioteca y una sala de televisión individualizados por gran chimenea que sirve a ambos espacios. En la zona de servicio, puerta al exterior, pasillo de acceso, lavandería amplia con luz y ventilación natural y lavadora; cocina con isla, estufa, extractor, lavavajillas, nevera y comedor auxiliar, abierta a amplia sala familiar con televisor 4K de 50"" por la cual se accede a deck solarium de 40 mts2. Adicional e independiente a casa principal, encontramos casa de 50 mts2 multipropósito (huéspedes o gimnasio o pasatiempos o mayordomo); garaje paralelo cubierto para 3 vehículos y depósito 30 mts2. Construcción total 520 metros2 La vivienda goza de todos los servicios públicos: agua potable con tanque de 12.000 litros y 2 equipos hidroneumáticos, tanque de gas propano de 500 kg, energía eléctrica a 120 y 240 voltios, buen internet disponible. Alarma. Piso laminado europeo en zona privada; mármol italiano en zona de servicio, mesones en granito natural; pizarra natural negra en zona social; Grifería y sanitaria alemana - Franz Viegener. Mobiliario disponible para la venta.","Parqueadero, Jacuzzi, Cocina integral, Vista panorámica, Jardín",5,,,,,,,
